,title,doi,no_citations,in_dataset,year
109,"Roh-, verdauliche und unverdauliche Fruchtk�rperproteine in AusternseitlingenPleurotus ostreatus (Pilze)",10.1007/BF01202611,1,No,1993
108,"Relationship of the urban fabric of Lawrence, Kansas with satellite-derived thermal infrared data",10.1007/BF01045277,1,No,1988
107,Hydrodynamics of wetting,10.1007/BF01012963,1,No,1977
336,Hospital discharge data can be used for monitoring procedures and intensive care related to severe maternal morbidity,10.1016/j.jclinepi.2010.11.015,1,No,2011
337,The number of subjects per variable required in linear regression analyses,10.1016/j.jclinepi.2014.12.014,1,No,2015
338,Electrospun zinc-based metal organic framework loaded-PVA/chitosan/hyaluronic acid interfaces in antimicrobial composite nanofibers scaffold for bone regeneration applications,10.1016/j.jddst.2022.103823,1,No,2022
569,Investigation of angiogenesis and its mechanism using zinc oxide nanoparticle-loaded electrospun tissue engineering scaffolds,10.1039/C4RA07361D,1,No,2014
567,"Gold nanoparticles: preparation, properties, and applications in bionanotechnology",10.1039/C1NR11188D,1,No,2011
566,Automated microseismic event location using Master-Event Waveform Stacking,10.1038/srep25744,1,No,2016
565,Design and Fabrication of 3D printed Scaffolds with a Mechanical Strength Comparable to Cortical Bone to Repair Large Bone Defects,10.1038/srep19468,1,No,2016
564,Near-global freshwater-specific environmental variables for biodiversity analyses in 1 km resolution,10.1038/sdata.2015.73,1,No,2015
563,Chemically and electrochemically catalysed conversion of CO2 to CO with follow-up utilization to value-added chemicals,10.1038/s41929-018-0051-3,1,No,2018
562,Metal ion cycling of Cu foil for selective C–C coupling in electrochemical CO2 reduction,10.1038/s41929-017-0009-x,1,No,2018
561,Bioengineered 3D nanocomposite based on gold nanoparticles and gelatin nanofibers for bone regeneration: in vitro and in vivo study,10.1038/s41598-021-93367-6,1,No,2021
560,Array programming with NumPy,10.1038/s41586-020-2649-2,1,No,2020
559,Osteoimmunology: evolving concepts in bone–immune interactions in health and disease,10.1038/s41577-019-0178-8,1,No,2019
558,Quantitative phase imaging in biomedicine,10.1038/s41566-018-0253-x,1,No,2018
557,Polarization control of isolated high-harmonic pulses,10.1038/s41566-018-0145-0,1,No,2018
556,Ultrafast synthesis and switching of light polarization in nonlinear anisotropic metamaterials,10.1038/s41566-017-0002-6,1,No,2017
555,Tomographic measurement of dielectric tensors at optical frequency,10.1038/s41563-022-01202-8,1,No,2022
554,The role of reticular chemistry in the design of CO2 reduction catalysts,10.1038/s41563-018-0033-5,1,No,2018
553,Atomically dispersed Ni(i) as the active site for electrochemical CO2 reduction,10.1038/s41560-017-0078-8,1,No,2018
552,Understanding activity and selectivity of metal-nitrogen-doped carbon catalysts for electrochemical reduction of CO2,10.1038/s41467-017-01035-z,1,No,2017
551,53-attosecond X-ray pulses reach the carbon K-edge,10.1038/s41467-017-00321-0,1,No,2017
568,Hybrid magnetic scaffolds of gelatin–siloxane incorporated with magnetite nanoparticles effective for bone tissue engineering,10.1039/C4RA06621A,1,No,2014
570,Novel magnetic nanocomposite injectables: calcium phosphate cements impregnated with ultrafine magnetic nanoparticles for bone regeneration,10.1039/C4RA12640H,1,No,2015
549,The neuroscience of human intelligence differences,10.1038/nrn2793,1,No,2010
571,Gellan gum-coated gold nanorods: an intracellular nanosystem for bone tissue engineering,10.1039/C5RA13556G,1,No,2015
588,Infection with <i>Schistosoma mansoni</i> prevents insulin dependent diabetes mellitus in non‐obese diabetic mice,10.1046/j.1365-3024.1999.00213.x,1,No,1999
587,A taxonomic distinctness index and its statistical properties,10.1046/j.1365-2664.1998.3540523.x,1,No,1998
586,Determinants of macroinvertebrate diversity in headwater streams: regional and local influences,10.1046/j.1365-2656.2003.00711.x,1,No,2003
585,Differential regulation of interleukin‐12 p40 and p35 induction via Erk mitogen‐activated protein kinase‐dependent and ‐independent mechanisms and the implications for bioactive IL‐12 and IL‐23 responses,10.1046/j.1365-2567.2003.01689.x,1,No,2003
584,The influence of scale and geography on relationships between stream community composition and landscape variables: description and prediction,10.1046/j.1365-2427.2003.01043.x,1,No,2003
583,Catchment and reach‐scale properties as indicators of macroinvertebrate species traits,10.1046/j.1365-2427.1997.d01-540.x,1,No,1997
582,"The geographical structure of British bird distributions: diversity, spatial turnover and scale",10.1046/j.0021-8790.2001.00563.x,1,No,2001
581,Enhancing Children’s Print and Word Awareness Through Home-Based Parent Intervention,10.1044/1058-0360.0903.257,1,No,2000
580,The influence of fatty acid unsaturation and physical properties of microsomal membrane phospholipids on UDP-glucuronyltransferase activity,10.1042/bj2580723,1,No,1989
579,Wettability of porous surfaces,10.1039/tf9444000546,1,No,1944
578,<i>In situ</i>construction of a nano-structured akermanite coating for promoting bone formation and osseointegration of Ti–6Al–4V implants in a rabbit osteoporosis model,10.1039/D1TB01917A,1,No,2021
577,An osteoconductive PLGA scaffold with bioactive β-TCP and anti-inflammatory Mg(OH)<sub>2</sub> to improve <i>in vivo</i> bone regeneration,10.1039/C9BM01864F,1,No,2019
576,Hierarchically structured composites and porous materials from soft templates: fabrication and applications,10.1039/C8TA09750J,1,No,2019
575,Coordinatively unsaturated nickel–nitrogen sites towards selective and high-rate CO<sub>2</sub>electroreduction,10.1039/C8EE00133B,1,No,2018
574,"Electrochemically substituted metal phthalocyanines, e-MPc (M = Co, Ni), as highly active and selective catalysts for CO<sub>2</sub>reduction",10.1039/C7TA09208C,1,No,2017
573,Multi-channel dynamics in high harmonic generation of aligned CO<sub>2</sub>: <i>ab initio</i> analysis with time-dependent B-spline algebraic diagrammatic construction,10.1039/C7CP07849H,1,No,2018
572,Multidimensional high harmonic spectroscopy of polyatomic molecules: detecting sub-cycle laser-driven hole dynamics upon ionization in strong mid-IR laser fields,10.1039/C6FD00130K,1,No,2016
550,The cognitive neuroscience of ageing,10.1038/nrn3256,1,No,2012
548,Where do you know what you know? The representation of semantic knowledge in the human brain,10.1038/nrn2277,1,No,2007
590,On the variation of the initial mass function,10.1046/j.1365-8711.2001.04022.x,1,No,2001
527,Understanding trends in electrochemical carbon dioxide reduction rates,10.1038/ncomms15438,1,No,2017
525,0.5-keV Soft X-ray attosecond continua,10.1038/ncomms11493,1,No,2016
524,Type 2 innate lymphoid cells control eosinophil homeostasis,10.1038/nature12526,1,No,2013
523,Systematic variation of the stellar initial mass function in early-type galaxies,10.1038/nature10972,1,No,2012
522,A substantial population of low-mass stars in luminous elliptical galaxies,10.1038/nature09578,1,No,2010
521,Nuocytes represent a new innate effector leukocyte that mediates type-2 immunity,10.1038/nature08900,1,No,2010
520,High harmonic interferometry of multi-electron dynamics in molecules,10.1038/nature08253,1,No,2009
519,Quantum interference during high-order harmonic generation from aligned molecules,10.1038/nature03577,1,No,2005
518,Prevention of type 1 diabetes through infection with an intestinal nematode parasite requires IL-10 in the absence of a Th2-type response,10.1038/mi.2012.71,1,No,2013
517,Nanomaterials and bone regeneration,10.1038/boneres.2015.29,1,No,2015
516,Onset of Asian desertification by 22 Myr ago inferred from loess deposits in China,10.1038/416159a,1,No,2002
515,Water capture by a desert beetle,10.1038/35102108,1,No,2001
514,Opening mode of the Japan Sea inferred from the palaeomagnetism of the Japan Arc,10.1038/317603a0,1,No,1985
513,How attendance and quality of participation affect treatment response to parent management training.,10.1037/a0015028,1,No,2009
512,"Stability, Growth, and Decline in Adult Life Span Development of Declarative Memory: Cross-Sectional and Longitudinal Data From a Population-Based Study.",10.1037/0882-7974.20.1.3,1,No,2005
511,Aging and vocabulary score: A meta-analysis.,10.1037/0882-7974.18.2.332,1,No,2003
510,Models of visuospatial and verbal memory across the adult life span.,10.1037/0882-7974.17.2.299,1,No,2005
509,Cognitive control and lexical access in younger and older bilinguals.,10.1037/0278-7393.34.4.859,1,No,2008
526,Highly selective and active CO2 reduction electrocatalysts based on cobalt phthalocyanine/carbon nanotube hybrid structures,10.1038/ncomms14675,1,No,2017
528,Carrier-envelope phase-dependent high harmonic generation in the water window using few-cycle infrared pulses,10.1038/ncomms4331,1,No,2014
547,The neural and computational bases of semantic cognition,10.1038/nrn.2016.150,1,No,2017
529,Two-phase growth of high topography in eastern Tibet during the Cenozoic,10.1038/ngeo1538,1,No,2012
546,Innate lymphoid cells — a proposal for uniform nomenclature,10.1038/nri3365,1,No,2013
545,Protective immune mechanisms in helminth infection,10.1038/nri2199,1,No,2007
544,Regulatory T cells: friend or foe in immunity to infection?,10.1038/nri1485,1,No,2004
543,Chemically induced mouse models of intestinal inflammation,10.1038/nprot.2007.41,1,No,2007
542,Coherent control of attosecond emission from aligned molecules,10.1038/nphys964,1,No,2008
541,Scaling strong-field interactions towards the classical limit,10.1038/nphys914,1,No,2008
540,Generalized molecular orbital tomography,10.1038/nphys2029,1,No,2011
539,Probing collective multi-electron dynamics in xenon with high-harmonic spectroscopy,10.1038/nphys1940,1,No,2011
538,Catalysis with two-dimensional materials and their heterostructures,10.1038/nnano.2015.340,1,No,2016
537,Self-cleaning surfaces — virtual realities,10.1038/nmat856,1,No,2003
536,Porous scaffold design for tissue engineering,10.1038/nmat1421,1,No,2005
535,Memory TH2 cells induce alternatively activated macrophages to mediate protection against nematode parasites,10.1038/nm1451,1,No,2006
534,An essential role for TH2-type responses in limiting acute tissue damage during experimental helminth infection,10.1038/nm.2628,1,No,2012
533,Age-related changes in lymphocyte development and function,10.1038/ni1033,1,No,2004
532,Therapeutic potential of targeting IL-17,10.1038/ni.2450,1,No,2012
531,Divergent expression patterns of IL-4 and IL-13 define unique functions in allergic immunity,10.1038/ni.2182,1,No,2012
530,Macrophage plasticity and interaction with lymphocyte subsets: cancer as a paradigm,10.1038/ni.1937,1,No,2010
589,"Active extension of the Shanxi rift, north China: does it result from anticlockwise block rotations?",10.1046/j.1365-3121.2003.00523.x,1,No,2004
591,Efficient multi-Gaussian expansion of galaxies,10.1046/j.1365-8711.2002.05412.x,1,No,2002
507,Executive Functioning as a Potential Mediator of Age-Related Cognitive Decline in Normal Adults.,10.1037/0096-3445.132.4.566,1,No,2003
653,An alternative approach to examining the ripple effect in UK house prices,10.1080/1350485032000143119,1,No,2003
651,Selected elements in Brown Birch Scaber Stalk <i>Leccinum scabrum</i>,10.1080/10934520701626993,1,No,2007
650,Promoting Organ Donation to Hispanics: The Role of the Media and Medicine,10.1080/10810730600934542,1,No,2006
649,"The Role of Religiosity, Religious Norms, Subjective Norms, and Bodily Integrity in Signing an Organ Donor Card",10.1080/10410230802342119,1,No,2008
648,Experimental Evaluation of the Value Added by Raising a Reader and Supplemental Parent Training in Shared Reading,10.1080/10409289.2013.812484,1,No,2014
647,Added Value of Dialogic Parent–Child Book Readings: A Meta-Analysis,10.1080/10409280701838603,1,No,2008
646,Signatures of molecular structure in the strong-field response of aligned molecules,10.1080/09500340410001731039,1,No,2005
645,Polarisation states of high harmonic generation from aligned molecules,10.1080/09500340.2011.564737,1,No,2011
644,Spontaneous arthritis in MRL/<i>lpr</i>mice is aggravated by<i>Staphylococcus aureus</i>and ameliorated by<i>Nippostrongylus brasiliensis</i>infections,10.1080/08916930802228290,1,No,2009
643,"Multiple Dimensions of Family Involvement and Their Relations to Behavioral and Learning Competencies for Urban, Low-Income Children",10.1080/02796015.2004.12086262,1,No,2004
642,Detecting long‐run relationships in regional house prices in the UK,10.1080/0269217042000312632,1,No,2005
641,Regional House Prices and the Ripple Effect: A New Interpretation,10.1080/02673039982524,1,No,1999
640,A comparative evaluation of off-the-shelf distributed semantic representations for modelling behavioural data,10.1080/02643294.2016.1176907,1,No,2016
639,Challenges in Implementing Center-Based and Home-Based Early Head Start Programs,10.1080/02568540609594586,1,No,2006
638,Neural network classification of convective airmasses for a flood forecasting system,10.1080/014311697218818,1,No,1997
637,Does empathy change during undergraduate medical education? – A meta-analysis*,10.1080/0142159X.2019.1584275,1,No,2019
636,Seasonality and Cointegration of Regional House Prices in the UK,10.1080/00420989420081571,1,No,1994
635,The Convergence of Regional House Prices in the UK,10.1080/0042098032000123295,1,No,2003
652,Housing prices and macroeconomic factors in Greece: prospects within the EMU,10.1080/1350485032000126758,1,No,2003
654,Do stock prices affect house prices? Evidence for the Netherlands,10.1080/1350485042000254863,1,No,2004
633,Consumer sentiment and consumer spending: decomposing the Granger causal relationship in the time domain,10.1080/00036840500427791,1,No,2007
655,Suburbanization and the rank-size rule,10.1080/13504850500425675,1,No,2007
672,Preexisting helminth infection induces inhibition of innate pulmonary anti-tuberculosis defense by engaging the IL-4 receptor pathway,10.1084/jem.20091473,1,No,2011
671,Retinoic acid can enhance conversion of naive into regulatory T cells independently of secreted cytokines,10.1084/jem.20090639,1,No,2009
670,Parasites represent a major selective force for interleukin genes and shape the genetic predisposition to autoimmune conditions,10.1084/jem.20082779,1,No,2009
669,"Omega-1, a glycoprotein secreted by <i>Schistosoma mansoni</i> eggs, drives Th2 responses",10.1084/jem.20082460,1,No,2009
668,Alternatively activated macrophage-derived RELM-α is a negative regulator of type 2 inflammation in the lung,10.1084/jem.20082048,1,No,2009
667,Suppression of allergic airway inflammation by helminth-induced regulatory T cells,10.1084/jem.20042572,1,No,2005
666,Pathogen-specific T Regulatory 1 Cells Induced in the Respiratory Tract by a Bacterial Molecule that Stimulates Interleukin 10 Production by Dendritic Cells,10.1084/jem.20011288,1,No,2002
665,Protective Immunity to Nematode Infection Is Induced by CTLA-4 Blockade,10.1084/jem.186.2.183,1,No,1997
664,Global SnowPack: a new set of snow cover parameters for studying status and dynamics of the planetary snow cover extent,10.1080/2150704X.2015.1084551,1,No,2015
663,Minerals and metals in mushroom species in Anatolia,10.1080/19393210.2014.897263,1,No,2014
662,Persistence and Fadeout in the Impacts of Child and Adolescent Interventions,10.1080/19345747.2016.1232459,1,No,2017
661,Subtlex-UK: A New and Improved Word Frequency Database for British English,10.1080/17470218.2013.850521,1,No,2014
660,Spatial Vector Autoregressions,10.1080/17421770701346689,1,No,2007
659,Differential Course of Executive Control Changes During Normal Aging,10.1080/13825580600678442,1,No,2007
658,Understanding the Role of Clergy in African American Organ and Tissue Donation Decision-Making,10.1080/13557850701616896,1,No,2007
657,The flankers task and response competition: A useful tool for investigating a variety of cognitive problems,10.1080/13506289508401726,1,No,1995
656,Economic fundamentals and housing market,10.1080/135048598354636,1,No,1998
634,Regional House Prices and Possessions in England and Wales: An Empirical Analysis,10.1080/00343409412331348406,1,No,1994
632,Do lower mortgage rates mean higher housing prices?,10.1080/00036840410001674231,1,No,2004
592,Adaptive spatial binning of integral-field spectroscopic data using Voronoi tessellations,10.1046/j.1365-8711.2003.06541.x,1,No,2003
611,"Direct measurement of the refractive index profile of phase gratings, recorded in silver halide holographic materials by phase-contrast microscopy",10.1063/1.1629794,1,No,2003
609,Control of Neglected Tropical Diseases,10.1056/NEJMra064142,1,No,2007
608,Excess Mortality among Persons with Type 2 Diabetes,10.1056/NEJMoa1504347,1,No,2015
607,Glycemic Control and Excess Mortality in Type 1 Diabetes,10.1056/NEJMoa1408214,1,No,2014
606,Progressive Multifocal Leukoencephalopathy in a Patient Treated with Natalizumab,10.1056/NEJMoa051847,1,No,2005
605,"Tuberculosis Associated with Infliximab, a Tumor Necrosis Factor α–Neutralizing Agent",10.1056/NEJMoa011110,1,No,2001
604,Internationale Nomenklatur konstitutioneller Knochenerkrankungen,10.1055/s-0029-1229160,1,No,1971
603,Die Chemotherapie des Osteosarkoms,10.1055/s-0028-1105579,1,No,1977
602,Trichuris suis therapy for active ulcerative colitis: A randomized controlled trial,10.1053/j.gastro.2005.01.005,1,No,2005
601,Acute hepatitis C without and with schistosomiasis: Correlation with hepatitis C–Specific CD4+ T-cell and cytokine response,10.1053/gast.2001.27024,1,No,2001
600,Wetting hydrodynamics,10.1051/rphysap:01988002306098900,1,No,1988
599,Spatially resolved spectroscopy of Coma cluster early-type galaxies,10.1051/0004-6361:20030886,1,No,2003
598,Six new supermassive black hole mass determinations from adaptive-optics assisted SINFONI observations,10.1051/0004-6361/201834808,1,No,2019
597,Spatially resolved mass-to-light from the CALIFA survey,10.1051/0004-6361/201833993,1,No,2019
596,A low upper mass limit for the central black hole in the late-type galaxy NGC 4414,10.1051/0004-6361/201629480,1,No,2017
595,The CALIFA survey across the Hubble sequence,10.1051/0004-6361/201525938,1,No,2015
594,"CALIFA, the Calar Alto Legacy Integral Field Area survey",10.1051/0004-6361/201117353,1,No,2012
593,Spatial heterogeneity reduces temporal variability in stream insect communities,10.1046/j.1461-0248.2003.00431.x,1,No,2003
610,Crystallization-resistant photorefractive polymer composite with high diffraction efficiency and reproducibility,10.1063/1.116329,1,No,1996
612,Digital-holography refractive-index-profile measurement of phase gratings,10.1063/1.2186515,1,No,2006
631,A Novel Host-Parasite Lipid Cross-talk,10.1074/jbc.M206941200,1,No,2002
613,"10
                mJ
           class femtosecond optical parametric amplifier for generating soft x-ray harmonics",10.1063/1.2960352,1,No,2008
630,Helminth Cysteine Proteases Inhibit TRIF-dependent Activation of Macrophages via Degradation of TLR3,10.1074/jbc.M109.060368,1,No,2010
629,Role of left inferior prefrontal cortex in retrieval of semantic knowledge: A reevaluation,10.1073/pnas.94.26.14792,1,No,1997
628,Establishing task- and modality-dependent dissociations between the semantic and default mode networks,10.1073/pnas.1422760112,1,No,2015
627,Broad domain generality in focal regions of frontal and parietal cortex,10.1073/pnas.1315235110,1,No,2013
626,Contribution of IL-33–activated type II innate lymphoid cells to pulmonary eosinophilia in intestinal nematode-infected mice,10.1073/pnas.1201042109,1,No,2012
625,Active scaffolds for on-demand drug and cell delivery,10.1073/pnas.1007862108,1,No,2011
624,Anterior temporal lobes mediate semantic representation: Mimicking semantic dementia by using rTMS in normal participants,10.1073/pnas.0707383104,1,No,2007
623,RELMβ/FIZZ2 is a goblet cell-specific immune-effector molecule in the gastrointestinal tract,10.1073/pnas.0404034101,1,No,2004
622,Schistosoma mansoni infection is associated with a reduced course of asthma,10.1067/mai.2003.1381,1,No,2003
621,Activation of TGF-β/Smad2 signaling is associated with airway remodeling in asthma,10.1067/mai.2002.126078,1,No,2002
620,Contact line stability at edges: Comments on Gibbs’s inequalities,10.1063/1.866851,1,No,1988
619,The gradient formula for the O(5) ⊆O(3) chain of groups,10.1063/1.523876,1,No,1978
618,Cross section and asymmetry parameter calculation for sulfur 1s photoionization of SF6,10.1063/1.479794,1,No,1999
617,Time evolution of pendular states created by the interaction of molecular polarizability with a pulsed nonresonant laser field,10.1063/1.478241,1,No,1999
616,Calculation of low-energy elastic cross sections for electron-CF4 scattering,10.1063/1.467237,1,No,1994
615,Energy transfer in <i>A</i> 2Σ+ OH. II. Vibrational,10.1063/1.435707,1,No,1978
614,"Laser-induced damage threshold of silicon in millisecond, nanosecond, and picosecond regimes",10.1063/1.3466996,1,No,2010
508,Psychological aspects of organ donation: A critical review and synthesis of individual and next-of-kin donation decisions.,10.1037/0278-6133.16.2.183,1,No,2005
506,On the control of automatic processes: A parallel distributed processing account of the Stroop effect.,10.1037/0033-295X.97.3.332,1,No,2005
339,Boron-containing bioactive glasses in bone and soft tissue engineering,10.1016/j.jeurceramsoc.2017.11.001,1,No,2018
401,Advances in helminth immunology: optimism for future vaccine design?,10.1016/j.pt.2011.03.010,1,No,2011
399,Calibrating one-dimensional velocity model for downhole microseismic monitoring using station-pair differential arrival times based on the differential evolution method,10.1016/j.pepi.2016.06.003,1,No,2016
398,"Magnetostratigraphy of the Neogene Sikouzi section at Guyuan, Ningxia, China",10.1016/j.palaeo.2006.07.016,1,No,2007
397,"Disorders of representation and control in semantic cognition: Effects of familiarity, typicality, and specificity",10.1016/j.neuropsychologia.2015.04.015,1,No,2015
396,Conceptual control across modalities: graded specialisation for pictures and words in inferior frontal and posterior temporal cortex,10.1016/j.neuropsychologia.2015.02.030,1,No,2015
395,Left ventrolateral prefrontal cortex and the cognitive control of memory,10.1016/j.neuropsychologia.2007.06.015,1,No,2007
394,Dissociable Controlled Retrieval and Generalized Selection Mechanisms in Ventrolateral Prefrontal Cortex,10.1016/j.neuron.2005.07.023,1,No,2005
393,Brain grey and white matter predictors of verbal ability traits in older age: The Lothian Birth Cohort 1936,10.1016/j.neuroimage.2017.05.052,1,No,2017
392,Functional MRI investigation of verbal selection mechanisms in lateral prefrontal cortex,10.1016/j.neuroimage.2008.07.017,1,No,2008
391,Age-related changes in the neural networks supporting semantic cognition: A meta-analysis of 47 functional neuroimaging studies,10.1016/j.neubiorev.2017.11.010,1,No,2018
390,"Electrochemical CO2 reduction: Electrocatalyst, reaction mechanism, and process engineering",10.1016/j.nanoen.2016.04.009,1,No,2016
389,Magnetic nanoparticles modified-porous scaffolds for bone regeneration and photothermal therapy against tumors,10.1016/j.nano.2017.12.025,1,No,2018
388,Antibacterial silk fibroin/nanohydroxyapatite hydrogels with silver and gold nanoparticles for bone regeneration,10.1016/j.nano.2016.08.026,1,No,2017
386,Nanotechnology in bone tissue engineering,10.1016/j.nano.2015.02.013,1,No,2015
385,Mesoporous porphyrinic metal-organic framework nanoparticles/3D nanofibrous scaffold as a versatile platform for bone tumor therapy,10.1016/j.mtchem.2022.100829,1,No,2022
384,BMP-6 carrying metal organic framework-embedded in bioresorbable electrospun fibers for enhanced bone regeneration,10.1016/j.msec.2020.111738,1,No,2021
383,2D titanium carbide(MXene) nanosheets and 1D hydroxyapatite nanowires into free standing nanocomposite membrane: in vitro and in vivo evaluations for bone regeneration,10.1016/j.msec.2020.111367,1,No,2021
382,Osteoinductive and anti-inflammatory properties of chitosan-based scaffolds for bone regeneration,10.1016/j.msec.2019.110046,1,No,2019
400,Tracing and controlling electronic dynamics in atoms and molecules by attosecond pulses,10.1016/j.physrep.2015.02.002,1,No,2015
402,Development of a 1-concentration-4-step dosimeter protocol for methacholine testing,10.1016/j.rmed.2008.10.010,1,No,2009
380,Nanostructured magnetic Mg2SiO4-CoFe2O4 composite scaffold with multiple capabilities for bone tissue regeneration,10.1016/j.msec.2019.01.096,1,No,2019
403,Playing doctor: Simulation in medical school as affective practice,10.1016/j.socscimed.2015.05.028,1,No,2015
420,"Geomorphological and structural characterization of the southern Weihe Graben, central China: Implications for fault segmentation",10.1016/j.tecto.2017.10.024,1,No,2018
419,"Timing of Holocene paleo-earthquakes along the Langshan Piedmont Fault in the western Hetao Graben, North China: Implications for seismic risk",10.1016/j.tecto.2016.03.035,1,No,2016
418,"Cenozoic tectonic evolution of the South Ningxia region, northeastern Tibetan Plateau inferred from new structural investigations and fault kinematic analyses",10.1016/j.tecto.2015.02.024,1,No,2015
417,"Tectonic activity and structural features of active intracontinental normal faults in the Weihe Graben, central China",10.1016/j.tecto.2014.08.019,1,No,2014
416,"Polyphase exhumation in the western Qinling Mountains, China: Rapid Early Cretaceous cooling along a lithospheric-scale tear fault and pulsed Cenozoic uplift",10.1016/j.tecto.2014.01.011,1,No,2014
415,"Structural records of the Late Cretaceous–Cenozoic extension in Eastern China and the kinematics of the Southern Tan-Lu and Qinling Fault Zone (Anhui and Shaanxi provinces, PR China)",10.1016/j.tecto.2012.09.015,1,No,2013
414,Eocene onset and late Miocene acceleration of Cenozoic intracontinental extension in the North Qinling range–Weihe graben: Insights from apatite fission track thermochronology,10.1016/j.tecto.2012.01.025,1,No,2013
413,Transformation of displacement between strike-slip and crustal shortening in the northern margin of the Tibetan Plateau: Evidence from decadal GPS measurements and late Quaternary slip rates on faults,10.1016/j.tecto.2012.01.006,1,No,2013
412,Seismic evidence for reverse activation of a paleo-rifting system in the East Sea (Sea of Japan),10.1016/j.tecto.2011.12.023,1,No,2012
411,A revised chronology for Tertiary sedimentation in the Sikouzi basin: Implications for the tectonic evolution of the northeastern corner of the Tibetan Plateau,10.1016/j.tecto.2011.04.006,1,No,2011
410,Reactivation tendency analysis: A theory for predicting the temporal evolution of preexisting weakness under uniform stress state,10.1016/j.tecto.2011.02.012,1,No,2011
409,Spatial distribution of denudation in Eastern Tibet and regressive erosion of plateau margins,10.1016/j.tecto.2009.10.026,1,No,2010
408,Cenozoic tectonic evolution of Asia: A preliminary synthesis,10.1016/j.tecto.2009.06.002,1,No,2010
407,Cenozoic rifting and volcanism in eastern China: a mantle dynamic link to the Indo–Asian collision?,10.1016/j.tecto.2004.07.029,1,No,2004
406,Highly-ordered TiO2 nanotubes decorated with Ag2O nanoparticles for improved biofunctionality of Ti6Al4V,10.1016/j.surfcoat.2018.06.054,1,No,2018
405,Clinical empathy as emotional labor in medical work,10.1016/j.socscimed.2020.112904,1,No,2020
404,Detached concern?: Emotional socialization in twenty-first century medical education,10.1016/j.socscimed.2016.05.027,1,No,2016
381,Iron oxide nanoparticle-calcium phosphate cement enhanced the osteogenic activities of stem cells through WNT/β-catenin signaling,10.1016/j.msec.2019.109955,1,No,2019
379,Silk fibroin/collagen/hyaluronic acid scaffold incorporating pilose antler polypeptides microspheres for cartilage tissue engineering,10.1016/j.msec.2018.09.017,1,No,2019
422,Influence of knowledge and religiousness on attitudes toward organ donation,10.1016/j.transproceed.2003.10.078,1,No,2003
358,Characteristics and transition mechanism of late Cenozoic structural deformation within the Niushoushan–Luoshan fault zone at the northeastern margin of the Tibetan Plateau,10.1016/j.jseaes.2015.06.034,1,No,2015
356,"Active normal faulting and the seismogenic fault of the 1739 M ∼8.0 Pingluo earthquake in the intracontinental Yinchuan Graben, China",10.1016/j.jseaes.2015.04.036,1,No,2015
355,"Flexural fold structures and active faults in the northern–western Weihe Graben, central China",10.1016/j.jseaes.2015.04.012,1,No,2015
354,Coupling and transition of Meso–Cenozoic intracontinental deformation between the Taihang and Qinling Mountains,10.1016/j.jseaes.2015.04.011,1,No,2015
353,"Apatite fission-track thermochronological constraints on the pattern of late Mesozoic–Cenozoic uplift and exhumation of the Qinling Orogen, central China",10.1016/j.jseaes.2014.10.004,1,No,2015
352,Crustal structure beneath the Weihe Graben in central China: Evidence for the tectonic regime transformation in the Cenozoic,10.1016/j.jseaes.2013.11.010,1,No,2014
351,"Intra-continental Dabashan orocline, southwestern Qinling, Central China",10.1016/j.jseaes.2011.10.005,1,No,2012
350,"Sedimentary characteristics of Cenozoic strata in central-southern Ningxia, NW China: Implications for the evolution of the NE Qinghai–Tibetan Plateau",10.1016/j.jseaes.2010.05.008,1,No,2010
349,Commencing uplift of the Liupan Shan since 9.5Ma: Evidences from the Sikouzi section at its east side,10.1016/j.jseaes.2009.09.005,1,No,2010
348,"Two episodes of structural fractures and their stress field modeling in the Ordos Block, northern China",10.1016/j.jog.2016.02.005,1,No,2016
347,Cenozoic extensional stress evolution in North China,10.1016/j.jog.2003.08.001,1,No,2003
346,Imaging ellipsometry mapping of photo-induced refractive index in As2S3 films,10.1016/j.jnoncrysol.2013.01.037,1,No,2013
345,The impact of parasite infections on the course of multiple sclerosis,10.1016/j.jneuroim.2011.01.002,1,No,2011
344,Soluble egg antigen from Schistosoma japonicum modulates the progression of chronic progressive experimental autoimmune encephalomyelitis via Th2-shift response,10.1016/j.jneuroim.2007.12.001,1,No,2008
343,The Psychology Experiment Building Language (PEBL) and PEBL Test Battery,10.1016/j.jneumeth.2013.10.024,1,No,2014
342,Random effects structure for confirmatory hypothesis testing: Keep it maximal,10.1016/j.jml.2012.11.001,1,No,2013
341,The influence of polycaporolacton fumarate coating on mechanical properties and in vitro behavior of porous diopside-hardystonite nano-composite scaffold,10.1016/j.jmbbm.2019.103445,1,No,2020
340,The fabrication and characterization of barium titanate/akermanite nano-bio-ceramic with a suitable piezoelectric coefficient for bone defect recovery,10.1016/j.jmbbm.2017.06.024,1,No,2017
357,"Evolution of the late Cenozoic tectonic stress regime in the Shanxi Rift, central North China Plate inferred from new fault kinematic analysis",10.1016/j.jseaes.2015.04.044,1,No,2015
359,"Magnetostratigraphy and tectonic implications of Paleogene-Neogene sediments in the Yinchuan Basin, western North China Craton",10.1016/j.jseaes.2019.01.016,1,No,2019
378,Super-paramagnetic responsive silk fibroin/chitosan/magnetite scaffolds with tunable pore structures for bone tissue engineering applications,10.1016/j.msec.2016.09.039,1,No,2017
